发布日期,发布部门,通知标题,通知链接,附件名,附件链接,下载次数
2024-12-25,【教学运行】,关于2024-2025学年第一学期《工程制图C（上）》、《工程制图D》和《工程制图F》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13815.htm,2401制图C（上）、D、F期末考-1.13下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15647296,95
2024-12-25,【教学运行】,关于2024-2025学年第一学期《大学英语（二）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13814.htm,2401英语二期末考-1.11上、下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15647283,184
2024-12-25,【教学运行】,关于2024-2025学年第一学期《大学英语（一）》和《大学英语（三）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13813.htm,2401英语一、三期末考-1.10.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15647279,106
2024-12-25,【教学运行】,关于2025年元旦放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/13812.htm,无附件,无附件链接,无下载次数
2024-12-24,【质量办】,关于举办福州大学第六十三场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13810.htm,无附件,无附件链接,无下载次数
2024-12-24,【实践科】,关于公布2024年福州大学大学生工程实践与创新能力大赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/13808.htm,无附件,无附件链接,无下载次数
2024-12-24,【教学运行】,关于2024-2025学年第一学期《思想道德与法治》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13806.htm,2401思法随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15646936,241
2024-12-24,【教学运行】,关于2024-2025学年第一学期《线性代数》和《线性代数与解析几何》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13805.htm,2401线性代数、线性代数与解析几何期末考-1.5上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15646935,129
2024-12-23,【教学运行】,关于2024-2025学年第二学期本科生学期选课的通知,https://jwch.fzu.edu.cn/info/1036/13804.htm,无附件,无附件链接,无下载次数
2024-12-18,【质量办】,关于制定学院本科教学督导工作管理实施办法的通知,https://jwch.fzu.edu.cn/info/1040/13801.htm,附件1：福大教评24-3-福州大学关于印发本科教学督导工作管理实施办法的通知.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15646301,103
2024-12-18,【质量办】,关于制定学院本科教学督导工作管理实施办法的通知,https://jwch.fzu.edu.cn/info/1040/13801.htm,附件2：学院本科教学督导组名单.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15646302,78
2024-12-18,【质量办】,关于上报学院本科教育教学质量保障2024年工作总结和2025年工作计划的通知,https://jwch.fzu.edu.cn/info/1040/13797.htm,无附件,无附件链接,无下载次数
2024-12-17,【教学运行】,关于2024-2025学年第一学期《中国近现代史纲要》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13796.htm,2401史纲随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15645108,227
2024-12-17,【教学运行】,关于2024-2025学年第一学期《大学英语（四）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13795.htm,2401英语四期末考-12.29上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15645107,254
2024-12-13,【教学运行】,关于2024-2025学年第一学期计算机语言类课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13792.htm,2401计算机语言课程期末考-12.28上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15643339,274
2024-12-12,【教材中心】,关于公布福州大学2024年本科数字教材建设立项项目的通知,https://jwch.fzu.edu.cn/info/1042/13837.htm,福州大学2024年本科数字教材建设立项项目名单.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15742619,4
2024-12-12,【实践科】,关于做好2025届本科生毕业设计（论文）工作的通知,https://jwch.fzu.edu.cn/info/1039/13791.htm,附件：2025届福州大学本科生毕业设计（论文）有关表格.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15643247,706
2024-12-12,【综合科】,关于评选2024年优秀教学管理人员的通知,https://jwch.fzu.edu.cn/info/1035/13790.htm,附件2-福州大学2024年优秀教学管理人员申报表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15643196,94
2024-12-12,【综合科】,关于评选2024年优秀教学管理人员的通知,https://jwch.fzu.edu.cn/info/1035/13790.htm,附件1-福大政21-47福州大学关于印发优秀教学管理人员评选办法的通知.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15643197,83
2024-12-09,【实践科】,关于做好2024年省级以上大学生创新训练计划项目和第三十期本科生科研训练计划项目中期检查工作的通知,https://jwch.fzu.edu.cn/info/1039/13784.htm,附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15642560,1485
2024-12-05,【质量办】,关于举办福州大学第六十二场“教学有道” 研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13783.htm,无附件,无附件链接,无下载次数
2024-12-04,【教学运行】,关于2024-2025学年第一学期《概率论与数理统计》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13780.htm,2401概率期末考-12.15下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15640022,252
2024-12-03,【教学运行】,关于2024-2025学年第一学期《马克思主义基本原理》和《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13779.htm,2401马原随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15639802,209
2024-12-03,【教学运行】,关于2024-2025学年第一学期《马克思主义基本原理》和《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13779.htm,2401毛概随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15639803,217
2024-12-02,【实践科】,关于举办第十五届全国大学生电子商务“三创赛”福州大学校赛的通知,https://jwch.fzu.edu.cn/info/1039/13778.htm,附件：“三创赛”福州大学校赛附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15639505,215
2024-12-02,【计划科】,关于2024-2025学年第二学期修读辅修专业学生名单的公示,https://jwch.fzu.edu.cn/info/1038/13777.htm,无附件,无附件链接,无下载次数
2024-11-29,【实践科】,关于组织参加2025年美国大学生数学建模竞赛（MCM/ICM）通知,https://jwch.fzu.edu.cn/info/1039/13773.htm,无附件,无附件链接,无下载次数
2024-11-28,【实践科】,关于组织申报2024年高校双碳实践育人案例的通知,https://jwch.fzu.edu.cn/info/1039/13772.htm,附件：中国高等教育学会碳中和与清洁能源教育专业委员会关于开展 2024 年高校双碳实践育人案例征集的通知.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15637409,248
2024-11-26,【质量办】,关于举办福州大学第六十一场“教学有道” 研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13769.htm,无附件,无附件链接,无下载次数
2024-11-25,【质量办】,关于举办福州大学第六十场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13768.htm,无附件,无附件链接,无下载次数
2024-11-22,【教学运行】,关于2024-2025学年第一学期《工程制图E》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13766.htm,2401制图E期末考-12.8上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15635768,240
2024-11-22,【教学运行】,关于2024-2025学年第一学期《高等数学A（下）》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13765.htm,2401高等数学A下期末考-12.1上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15635767,266
2024-11-21,【教材中心】,关于开展2024年本科数字教材建设立项工作的通知,https://jwch.fzu.edu.cn/info/1042/13763.htm,附件1.福州大学本科数字教材建设立项申报表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15573426,213
2024-11-21,【教材中心】,关于开展2024年本科数字教材建设立项工作的通知,https://jwch.fzu.edu.cn/info/1042/13763.htm,附件2.福州大学本科数字教材建设立项申报汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15573427,159
2024-11-21,【教材中心】,关于开展2024年本科数字教材建设立项工作的通知,https://jwch.fzu.edu.cn/info/1042/13763.htm,附件3.福州大学本科教材编写人员政治审查表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15573428,177
2024-11-19,【实践科】,关于公布第十六届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛获省赛参赛资格名单的通知,https://jwch.fzu.edu.cn/info/1039/13761.htm,附件1：获省赛参赛资格名单.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15572980,1643
2024-11-15,【教材中心】,关于做好2024-2025学年第二学期教材选用与征订工作的通知,https://jwch.fzu.edu.cn/info/1042/13760.htm,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2024年08月，共计117种）.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15571692,173
2024-11-15,【教材中心】,关于做好2024-2025学年第二学期教材选用与征订工作的通知,https://jwch.fzu.edu.cn/info/1042/13760.htm,附件2：全国大中专教学用书目录(2025春)(1).xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15571693,181
2024-11-15,【综合科】,关于2024-2025学年第一学期再次开放本科生学生证补办及火车票优惠区间更改的通知,https://jwch.fzu.edu.cn/info/1035/13759.htm,无附件,无附件链接,无下载次数
2024-11-14,【质量办】,关于举办福州大学第五十九场“教学有道” 研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13758.htm,无附件,无附件链接,无下载次数
2024-11-13,【实践科】,关于公布2024年福州大学第十八届本科生数学建模竞赛获奖名单的通知,https://jwch.fzu.edu.cn/info/1039/13754.htm,附件1：2024年福州大学第十八届本科生数学建模竞赛获奖名单.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15571132,2011
2024-11-12,【教学运行】,关于2024-2025学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13752.htm,2401习概随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15565434,349
2024-11-11,【计划科】,关于组织申报2024-2025学年第二学期通识教育选修课的通知,https://jwch.fzu.edu.cn/info/1038/13750.htm,无附件,无附件链接,无下载次数
2024-11-11,【教材中心】,关于举办福州大学第五十八场“教学有道”研讨活动暨数字教材建设专题研讨会的通知,https://jwch.fzu.edu.cn/info/1042/13749.htm,无附件,无附件链接,无下载次数
2024-11-08,【教学运行】,关于公布2024学年各学院转专业实施细则的通知,https://jwch.fzu.edu.cn/info/1036/13748.htm,2024各学院转专业细则.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14924468,4143
2024-11-07,【教学运行】,关于2024-2025学年第一学期《线性代数》和《线性代数与解析几何》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13746.htm,2401线性代数、线性代数与解析几何半期考11.24上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14923476,362
2024-11-05,【教研教改】,关于开展2024年度教育部产学合作协同育人项目结题验收工作的通知,https://jwch.fzu.edu.cn/info/1037/13743.htm,无附件,无附件链接,无下载次数
2024-11-01,【计划科】,关于2024-2025学年第一学期在校学生申请辅修专业的通知,https://jwch.fzu.edu.cn/info/1038/13741.htm,无附件,无附件链接,无下载次数
2024-10-29,【教学运行】,关于2024-2025学年第一学期《高等数学A（上）》、《高等数学B（上）》、《高等数学C（上）》、《高等数学D》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13739.htm,2401高等数学A（上）、B（上）、C（上）、D半期考11.17上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920804,1492
2024-10-28,【质量办】,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/13738.htm,附件1：福州大学课堂教学质量评估表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920325,136
2024-10-28,【质量办】,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/13738.htm,附件2：福州大学课堂教学质量评估表（思政课）.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920326,123
2024-10-28,【质量办】,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/13738.htm,附件3：第10-11周课表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920327,165
2024-10-28,【质量办】,关于期中党政领导集中听课的通知,https://jwch.fzu.edu.cn/info/1040/13738.htm,附件4：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14920328,111
2024-10-23,【教学运行】,关于做好2024学年本科生转专业工作的通知,https://jwch.fzu.edu.cn/info/1036/13733.htm,无附件,无附件链接,无下载次数
2024-10-21,【教材中心】,关于进一步加强马克思主义理论研究和建设工程重点教材选用工作的通知,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13729,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2024年05月）.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14918680,50
2024-10-21,【质量办】,关于举办2024年教师教学创新大赛培训会暨第五十七场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13728.htm,无附件,无附件链接,无下载次数
2024-10-21,【教学运行】,关于做好2025届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/info/1036/13727.htm,附件3：获得图像采集码途径.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14918535,774
2024-10-21,【教学运行】,关于做好2025届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/info/1036/13727.htm,附件2：各学院分班拍照顺序.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14918534,734
2024-10-21,【教学运行】,关于做好2025届预计毕业生电子注册图像采集工作的通知,https://jwch.fzu.edu.cn/info/1036/13727.htm,附件1：拍照地点示意图.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14918533,515
2024-10-18,【教学运行】,关于2024-2025学年第一学期《大学物理A（下）》、《大学物理B（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13725.htm,2401大物A（下）、B（下）半期考11.2上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14918114,438
2024-10-16,【质量办】,关于2024年新上岗教师教学达标培训班教师配备导师的通知,https://jwch.fzu.edu.cn/info/1040/13723.htm,附件：2024年福州大学新上岗教师达标培训班名单（配导师）.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14917430,535
2024-10-15,【质量办】,诚邀2019届毕业生参与培养目标达成和职业发展问卷调研,https://jwch.fzu.edu.cn/info/1040/13721.htm,无附件,无附件链接,无下载次数
2024-10-15,【实践科】,关于举办第十六届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,https://jwch.fzu.edu.cn/info/1039/13720.htm,无附件,无附件链接,无下载次数
2024-10-15,【质量办】,关于举办福州大学第五十六场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13719.htm,无附件,无附件链接,无下载次数
2024-10-14,【计划科】,关于全校性通识教育选修课《爱课程：管理沟通》学习的重要提示,https://jwch.fzu.edu.cn/info/1038/13717.htm,无附件,无附件链接,无下载次数
2024-10-12,【教学运行】,关于2024-2025学年第一学期《概率论与数理统计》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13716.htm,2401概率论半期考10.27下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14914281,279
2024-10-11,【教学运行】,关于填报课程学生出勤率信息的通知,https://jwch.fzu.edu.cn/info/1036/13715.htm,无附件,无附件链接,无下载次数
2024-09-30,【教学运行】,关于2024-2025学年第一学期《高等数学A（下）》课程半期考试安排的通知,https://jwch.fzu.edu.cn/info/1036/13705.htm,2401高等数学A（下）半期考10.13上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14911585,386
2024-09-29,【实践科】,关于2024年高校教学基本状态数据库教学相关数据报送的通知,https://jwch.fzu.edu.cn/info/1039/13704.htm,2024年本科教学相关数据报送表格.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14911306,380
2024-09-29,【质量办】,关于开展福州大学2024年教师教学创新大赛的通知,https://jwch.fzu.edu.cn/info/1040/13703.htm,附件.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14911304,307
2024-09-27,【教学运行】,关于组织2024级新生开展学籍信息自查工作的通知,https://jwch.fzu.edu.cn/info/1036/13701.htm,无附件,无附件链接,无下载次数
2024-09-27,【实践科】,关于举办2024年福州大学大学生工程实践与创新能力大赛暨2024年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,https://jwch.fzu.edu.cn/info/1039/13700.htm,附件1：组委会成员名单.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14910724,477
2024-09-27,【实践科】,关于举办2024年福州大学大学生工程实践与创新能力大赛暨2024年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,https://jwch.fzu.edu.cn/info/1039/13700.htm,附件2：报名表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14910719,544
2024-09-27,【实践科】,关于举办2024年福州大学大学生工程实践与创新能力大赛暨2024年福建省大学生工程实践与创新能力大赛福州大学分区赛的通知,https://jwch.fzu.edu.cn/info/1039/13700.htm,附件3：命题与运行.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14910725,1007
2024-09-25,【教材中心】,关于举办福州大学第五十五场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1042/13697.htm,无附件,无附件链接,无下载次数
2024-09-24,【教学运行】,关于2024年国庆节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/13696.htm,无附件,无附件链接,无下载次数
2024-09-23,【计划科】,关于通识教育选修课《国际化拔尖创新人才科研训练》宣讲会及选课的通知,https://jwch.fzu.edu.cn/info/1038/13695.htm,2024年秋季国际化拔尖创新人才科研训练具体课程清单.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14909706,776
2024-09-23,【计划科】,关于组织2024级学生参加《大学生国家安全教育》课程学习的通知,https://jwch.fzu.edu.cn/info/1038/13693.htm,超星尔雅使用手册（学生版）.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14909664,4419
2024-09-23,【计划科】,关于公布《大学生国家安全教育》课程实施方案的通知,https://jwch.fzu.edu.cn/info/1038/13692.htm,无附件,无附件链接,无下载次数
2024-09-20,【质量办】,关于开展思政课教学专项检查的通知,https://jwch.fzu.edu.cn/info/1040/13689.htm,无附件,无附件链接,无下载次数
2024-09-20,【教学运行】,关于2024-2025学年第一学期2024级体育理论教室安排的通知,https://jwch.fzu.edu.cn/info/1036/13688.htm,无附件,无附件链接,无下载次数
2024-09-20,【质量办】,福州大学关于成立思政课教学指导组的通知,https://jwch.fzu.edu.cn/info/1040/13687.htm,无附件,无附件链接,无下载次数
2024-09-19,【教学运行】,关于做好2024-2025学年第二学期排课准备工作的通知,https://jwch.fzu.edu.cn/info/1036/13686.htm,无附件,无附件链接,无下载次数
2024-09-14,【质量办】,关于举办福州大学第五十四场“教学有道”研讨活动的通知,https://jwch.fzu.edu.cn/info/1040/13683.htm,无附件,无附件链接,无下载次数
2024-09-14,【质量办】,关于每学期开展常态化课程考核教学档案检查的通知,https://jwch.fzu.edu.cn/info/1040/13682.htm,附件1：福州大学本科课程考核教学档案检查要点.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14908056,271
2024-09-14,【质量办】,关于每学期开展常态化课程考核教学档案检查的通知,https://jwch.fzu.edu.cn/info/1040/13682.htm,附件2：福州大学本科课程考核教学档案检查评价与整改情况反馈表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14908057,225
2024-09-13,【计划科】,关于2024-2025学年第一学期爱课程平台参加通识教育选修课学习的重要提示,https://jwch.fzu.edu.cn/info/1038/13681.htm,无附件,无附件链接,无下载次数
2024-09-13,【教材中心】,关于申请试用高等教育出版社“云创”数字教材创作编写平台的通知,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13680,数字平台介绍-7.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907708,131
2024-09-13,【教材中心】,关于申请试用高等教育出版社“云创”数字教材创作编写平台的通知,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13680,校级管理员+申请创建数字教材流程（新版0612）.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907710,35
2024-09-13,【教材中心】,关于申请试用高等教育出版社“云创”数字教材创作编写平台的通知,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13680,高教社云创使用手册.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907709,171
2024-09-11,【实践科】,关于公布第二十八、二十九期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/13677.htm,附件2：福州大学第二十九期本科生科研训练计划项目结题成绩汇总表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907355,1363
2024-09-11,【实践科】,关于公布第二十八、二十九期本科生科研训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/13677.htm,附件1：福州大学第二十八期本科生科研训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907034,1003
2024-09-11,【实践科】,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/13676.htm,附件1：福州大学2022年国家、省级大学生创新创业训练计划项目结题成绩汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907032,855
2024-09-11,【实践科】,关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,https://jwch.fzu.edu.cn/info/1039/13676.htm,附件2：福州大学2023年国家、省级大学生创新创业训练计划项目结题成绩汇总表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14907033,1127
2024-09-11,【教学运行】,关于2024年中秋节放假课程调整的通知,https://jwch.fzu.edu.cn/info/1036/13675.htm,无附件,无附件链接,无下载次数
2024-09-09,【教学运行】,关于2024-2025学年第一学期重新学习选课、缴费的通知,https://jwch.fzu.edu.cn/info/1036/13671.htm,无附件,无附件链接,无下载次数
2024-09-06,【综合科】,关于召开2024-2025学年秋季学期期初本科教育教学工作会议的通知,https://jwch.fzu.edu.cn/info/1035/13666.htm,无附件,无附件链接,无下载次数
2024-09-06,【教学运行】,关于2024-2025-01体育理论教室安排（2023级）的通知,https://jwch.fzu.edu.cn/info/1036/13665.htm,无附件,无附件链接,无下载次数
2024-09-05,【实践科】,关于做好2023-2024学年度本科毕业论文（设计）抽检工作的通知,https://jwch.fzu.edu.cn/info/1039/13662.htm,附件1：专家信息汇总表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14904997,355
2024-09-05,【质量办】,关于开展申请类督导听课工作的通知,https://jwch.fzu.edu.cn/info/1040/13661.htm,附件：2024年秋季学期申请类督导听课汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=14904857,183
2024-09-04,【教材中心】,关于2024级新生领取课程教材的通知,https://jwch.fzu.edu.cn/info/1042/13658.htm,无附件,无附件链接,无下载次数
2024-09-04,【综合科】,关于2024-2025学年第一学期本科生学生证和火车票优惠区间更改的通知,https://jwch.fzu.edu.cn/info/1035/13654.htm,无附件,无附件链接,无下载次数
2024-09-02,【综合科】,关于召开2024年宁夏大学、银川能源学院本科生赴福州大学访学见面交流会的通知,https://jwch.fzu.edu.cn/info/1035/13651.htm,无附件,无附件链接,无下载次数
2024-09-02,【计划科】,关于公布2024-2025学年第一学期通选课取消开课名单的通知,https://jwch.fzu.edu.cn/info/1038/13650.htm,无附件,无附件链接,无下载次数
